company_name,company_market,company_city,company_category_list,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
Fuego Nation,Social Media,San Francisco,|Social Media|,1.500,4,0,7,88
Mochi Media,Advertising,San Francisco,|Games|Advertising|,14.000,10,0,3,29
Fluid Entertainment,Kids,Mill Valley,|Kids|Virtual Worlds|Games|,3.200,10,0,22,9
Zuora,Billing,Foster City,|Billing|SaaS|Software|,127.500,10,0,22,58
Red Karaoke,Curated Web,San Francisco,|Music|Curated Web|,3.855,6,0,16,16
Appirio,Software,San Francisco,|Cloud Computing|Software|SaaS|Enterprise Software|,76.700,9.33,0,24,93
Cantimer,Health Care,Menlo Park,|Health Care|,2.000,5,0,0,8
Nellix,Health Care,Palo Alto,|Health Care|,6.500,8.5,0,0,8
Chestnut Medical,Health Care,Menlo Park,|Health Care|,7.800,8.67,0,0,8
Miramar Labs,Health Care,Sunnyvale,|Health Care|,90.058,10,0,0,66
Avenda Systems,Security,Santa Clara,|Security|,5.000,10,0,12,67
Gamook,Games,Menlo Park,|Games|,1.500,10,0,3,29
Car Advisory Network,Automotive,Palo Alto,|Automotive|,6.500,10,0,22,9
Advanced Power Projects,Clean Technology,Fremont,|Clean Technology|,13.000,10,0,11,14
Disqus,Venture Capital,San Francisco,|Opinions|Venture Capital|Blogging Platforms|Forums|Curated Web|,10.500,9.6,0,22,9
kwiry,SMS,San Francisco,|Search|Content|SMS|Mobile|,1.000,10,0,19,33
Satoris,Biotechnology,Redwood City,|Biotechnology|,5.200,8,0,2,46
Predictify,Advertising,Redwood City,|Advertising|,4.300,10,0,8,23
OptiMedica,Biotechnology,Santa Clara,|Biotechnology|,81.236,10,0,2,3
threadsy,Messaging,San Francisco,|Messaging|,6.300,10,0,17,32
Glassdoor,Recruiting,Sausalito,|Social Media|Recruiting|Career Management|Employment|,91.500,10,0,7,71
AdGent Digital,Advertising,Palo Alto,|Advertising|,5.300,10,0,8,23
Flipora,Web Browsers,Sunnyvale,|Web Browsers|Browser Extensions|Social Media|Internet|Search|,3.900,9.33,0,19,33
NanoVasc,Health Care,Lafayette,|Health Care|,4.700,10,0,0,8
Vindicia,Subscription Businesses,Redwood City,|Subscription Businesses|SaaS|Freemium|Billing|CRM|Sales and Marketing|Analytics|,37.600,10,0,22,61
Bio Architecture Lab,Clean Technology,Berkeley,|Clean Technology|,1.500,10,0,11,14
Reality Digital,Social Media,Berkeley,|Content|Networking|Social Media|,8.300,10,0,26,87
Altor Networks,Security,Redwood City,|Security|,16.000,10,0,12,67
Hooked Media Group,Games,San Francisco,|Distribution|Advertising|Monetization|Mobile Games|Games|,4.500,10,0,3,29
New Relic,SaaS,San Francisco,|SaaS|Cloud Computing|Software|,214.500,10,0,24,57
BlueKai,Advertising,Cupertino,|Advertising|,50.100,10,0,8,72
Infolinks,Advertising,Palo Alto,|Advertising|,2.500,9,0,8,23
CubeTree,Web Tools,Redwood City,|Web Tools|Networking|Collaboration|Enterprise Software|,11.500,10,0,26,87
Yardbarker Network,Curated Web,San Francisco,|Curated Web|,8.134,9.83,0,9,6
Gridstone Research,Finance,San Mateo,|Finance|,10.000,10,0,14,27
Gnodal,Web Hosting,Palo Alto,|Systems|Infrastructure|Design|Web Hosting|,2.190,9.5,0,28,12
Pole Star,Software,Palo Alto,|Software|,1.080,8,0,6,1
ScaleMP,Software,Cupertino,|Software|,8.000,10,0,6,1
Marin Software,Technology,San Francisco,|Technology|Search Marketing|Advertising|,100.268,10,0,19,77
Link_A_ Media,Web Hosting,Santa Clara,|Web Hosting|,56.000,9.85,0,28,89
Qik,Mobile,Redwood City,|Video|Mobile|,16.600,9,0,27,62
Zero Motorcycles,Automotive,Scotts Valley,|Automotive|,63.660,10,0,22,61
OptiSolar R&D,Clean Technology,Hayward,|Manufacturing|Solar|Clean Technology|,132.000,10,0,25,57
Rosum,Public Transportation,Mountain View,|Navigation|Gps|Public Transportation|,31.000,9.6,0,22,94
AeroScout,Wireless,Redwood City,|Wireless|RFID|Mobile|,28.000,10,0,22,94
Azalea Networks,Mobile,Milpitas,|Mobile|,15.000,8,0,5,13
Serious Business,Facebook Applications,San Francisco,|Social Games|Facebook Applications|Games|,4.000,10,0,3,29
Fulcrum Bioenergy,Clean Technology,Pleasanton,|Clean Technology|,89.000,10,0,11,70
ExploraMed,Health Care,Mountain View,|Health Care|,40.500,9.5,0,0,80
Booyah,Entertainment,San Francisco,|Social Games|Mobile Games|Mobile|MMO Games|Entertainment|Discounts|Online Reservations|Location Based Services|iPod Touch|Gps|iPhone|Games|,59.500,10,0,3,98
Increo Solutions,Software,Mountain View,|Software|,0.500,10,0,6,1
TownHog,E-Commerce,San Francisco,|E-Commerce|,3.889,10,0,7,88
doubleTwist,Finance,San Francisco,|Finance|,7.500,9.67,0,14,27
Plusmo,Mobile,Santa Clara,|Mobile|,4.410,10,0,5,13
WGT Media,Online Gaming,San Francisco,|Facebook Applications|Video Games|Games|Online Gaming|Sports|,21.000,10,0,3,29
Huddler,Advertising,San Francisco,|Mobile|Advertising|Shopping|Forums|Curated Web|,22.750,9.8,0,22,94
Foodzie,Organic Food,San Francisco,|Organic Food|Finance|Handmade|Local|Marketplaces|E-Commerce|,1.015,8.09,0,21,31
Posterous,Blogging Platforms,San Francisco,|Networking|Blogging Platforms|Curated Web|,10.140,8.82,0,26,87
Crossing Automation,Semiconductors,Mountain View,|Semiconductors|,13.205,10,0,4,20
PurePlay,Gambling,San Francisco,|Gambling|Games|,15.401,9.67,0,3,29
ACT Biotech,Biotechnology,San Francisco,|Pharmaceuticals|Medical|Health and Wellness|Biotechnology|,26.980,10,0,18,5
ON24,Curated Web,San Francisco,|Lead Generation|Business Services|Web Tools|Video Streaming|Curated Web|,8.000,10,0,27,62
Ecast,Music,San Francisco,|Music|Games|,30.300,9.78,0,16,16
Surf Canyon,Browser Extensions,San Francisco,|Browser Extensions|Personalization|Search|,0.750,2.88,0,19,33
Veodia,Video Streaming,San Mateo,|Video Streaming|Video|Software|,8.300,10,0,27,62
Multigig,Semiconductors,Scotts Valley,|Semiconductors|,37.891,9.17,0,4,75
ME911,Health and Wellness,San Francisco,|Travel|Health and Wellness|Mobile|Security|,1.685,7,0,18,5
JellyCloud,Advertising,Redwood City,|Analytics|Advertising|,6.600,10,0,8,23
Panasas,Storage,Sunnyvale,|Storage|,65.230,10,0,22,61
Aragon Consulting Group,Enterprise Software,Redwood City,|Enterprise Software|,2.500,5,0,1,47
Senergen Devices,Clean Technology,Fremont,|Clean Technology|,2.500,10,0,11,14
Solar Junction,Manufacturing,San Jose,|Manufacturing|,58.636,9.8,0,29,56
Tigo Energy,Clean Technology,Los Gatos,|Clean Technology|,87.186,9.86,0,11,70
Lattice Engines,CRM,San Mateo,|CRM|Predictive Analytics|B2B|Analytics|,26.700,10,0,13,39
Poll Everywhere,SMS,San Francisco,|Surveys|SMS|Polling|Curated Web|,0.020,10,0,22,9
Space Pencil,Curated Web,Emeryville,|Analytics|Curated Web|,4.190,10,0,9,6
i2we,Social Media,Berkeley,|Social Media|,0.750,10,0,7,88
SideStripe,Social Search,San Francisco,|Facebook Applications|Social Search|Social Media|,0.250,6,0,7,88
BackType,Advertising,San Francisco,|Advertising|,1.315,9.45,0,8,23
Snipd,Curated Web,Palo Alto,|Video|Image Recognition|Curated Web|,0.015,10,0,27,62
slinkset,Social Media,San Francisco,|News|Social Media|,0.015,10,0,7,88
SpineAlign Medical,Health Care,San Jose,|Health Care|,8.800,9.5,0,0,8
Yield Software,Optimization,San Mateo,|Optimization|Semantic Search|SEO|Software|,6.000,10,0,19,33
NileGuide,Career Planning,San Francisco,|Career Planning|Travel|Social Media|,13.000,9.75,0,15,41
Marketcetera,Software,San Francisco,|Software|,4.000,10,0,6,1
Eightfold Logic,Advertising,San Francisco,|Advertising|,19.863,9.72,0,8,23
Thing Labs,Software,San Francisco,|Software|,3.685,8.88,0,6,1
Aha Mobile,Mobile,Palo Alto,|Mobile|,3.000,10,0,5,13
TopChalks,Software,Santa Clara,|Software|,3.800,10,0,6,1
Aruspex,Career Management,San Francisco,|Career Management|Software|,3.770,10,0,22,9
Limerick BioPharma,Biotechnology,South San Francisco,|Biotechnology|,42.119,10,0,2,3
PlantSense,Curated Web,San Francisco,|Curated Web|,8.660,10,0,9,6
5th Finger,Mobile,San Francisco,|Mobile|,7.000,10,0,5,13
Neodyne Biosciences,Biotechnology,Menlo Park,|Biotechnology|,6.764,4,0,2,46
sarvaMAIL,Email,Mountain View,|Email|Messaging|,0.250,2,0,17,32
Pathway Therapeutics,Biotechnology,San Francisco,|Biotechnology|,24.400,9.67,0,2,46
ModCloth,Crowdsourcing,San Francisco,|Retail|Social Media|Music|Crowdsourcing|Wine And Spirits|Fashion|E-Commerce|,63.740,9.89,0,7,71
Zendesk,Tech Field Support,San Francisco,|Customer Support Tools|Tech Field Support|Customer Service|SaaS|Enterprise Software|,85.500,9.79,0,22,0
Playboox,Software,San Francisco,|Software|,3.250,10,0,6,1
Sunrun,Solar,San Francisco,|Clean Energy|Residential Solar|Solar|Clean Technology|,486.600,9.56,0,25,44
Parascale,Enterprise Software,Cupertino,|Enterprise Software|,11.370,10,0,1,47
RateItAll,Reviews and Recommendations,San Francisco,|Reviews and Recommendations|Curated Web|,1.400,7.22,0,22,9
Silver Spring Networks,Communications Hardware,Redwood City,|Communications Hardware|Technology|Web Hosting|,358.930,9.71,0,28,37
Moxsie,Shopping,Palo Alto,|Shopping|Fashion|E-Commerce|,4.700,10,0,22,9
BrightSource Energy,Solar,Oakland,|Solar|Clean Technology|,845.000,10,0,25,36
GreenBiz Group,Media,Oakland,|Clean Technology|Media|News|,1.400,4,0,11,14
OmniPV,Energy,Belmont,|Solar|Energy|,5.000,10,0,25,64
Sportgenic,Sports,San Francisco,|Social Media|Ad Targeting|Sports|Advertising|,11.490,9.71,0,7,88
Tapulous,Apps,Palo Alto,|Software|Apps|Games|Mobile|,2.800,9.43,0,3,29
Carbonetworks,Clean Technology,San Francisco,|Clean Technology|,5.000,10,0,11,14
Overtone,Social Media Monitoring,San Francisco,|Social Media Monitoring|SaaS|Social Media|Analytics|,20.500,9.25,0,7,17
Pearl Therapeutics,Health and Wellness,Redwood City,|Health and Wellness|Medical|Pharmaceuticals|Biotechnology|,232.000,9.91,0,18,50
GameDuell,Entertainment,San Francisco,|Entertainment|Social Media|Games|,17.450,10,0,7,17
Quark Pharmaceuticals,Medical,Fremont,|Medical|Biotechnology|,37.000,9,0,2,3
Corefino,Software,Sunnyvale,|Software|,13.600,10,0,6,1
DriverSide,Cars,San Francisco,|Cars|Automotive|,10.608,10,0,22,94
Graspr,Social Media,Mountain View,|Video|Networking|Social Media|,2.500,10,0,26,87
TRUSTe,Enterprise Software,San Francisco,|Privacy|Enterprise Software|,37.000,10,0,1,22
Sojern,Travel,San Francisco,|Travel|,42.500,10,0,15,41
Soma Networks,Web Hosting,San Francisco,|Web Hosting|,51.000,9.5,0,28,89
ChipX,Semiconductors,San Jose,|Semiconductors|,4.000,9,0,4,20
DocVerse,Curated Web,San Francisco,|Curated Web|,1.300,10,0,9,6
CarbonFlow,Software,San Francisco,|Carbon|Green|Software|,8.467,9.4,0,22,9
GoodData,Collaboration,San Francisco,|Analytics|Collaboration|Business Intelligence|SaaS|Enterprise Software|,101.200,9.78,0,22,0
YottaMark,Software,Redwood City,|Software|,42.000,10,0,6,84
Sensys Networks,Mobile,Berkeley,|Mobile|,16.817,10,0,5,99
MedeAnalytics,Analytics,Emeryville,|Analytics|,50.000,10,0,13,2
Anvato,Software,Mountain View,|Software|,2.550,7.5,0,6,1
Kickfire,Analytics,Santa Clara,|Analytics|,20.000,10,0,13,39
ngmoco,Mobile,San Francisco,|Mobile|Mobile Games|iPhone|Games|,44.800,9.89,0,3,98
Achievers,Incentives,San Francisco,|Incentives|Software|,49.122,9.5,0,22,61
BitGravity,Web Hosting,Burlingame,|Video on Demand|Video Streaming|Content Delivery|Web Hosting|,2.500,9.5,0,27,62
WeAre.Us,Social Network Media,San Francisco,|Internet|Advertising|Health Care Information Technology|Social Network Media|Social Media|,0.050,4.33,0,7,88
ShopSavvy,Mobile,San Francisco,|QR Codes|Shopping|Mobile|,11.500,7.25,0,22,94
Sharethrough,Monetization,San Francisco,|Brand Marketing|Monetization|Mobile|Video|Advertising|,38.000,9.83,0,27,38
Jambool,Virtual Goods,San Francisco,|E-Commerce|Internet|Facebook Applications|Social Media|Virtual Currency|Virtual Goods|Finance|,6.000,9.4,0,7,88
ZOZI,Travel,San Francisco,|Travel|Active Lifestyle|SaaS|E-Commerce|,21.300,8.45,0,15,41
Entone Technologies,Hardware + Software,Cupertino,|Television|Hardware + Software|,24.000,10,0,10,21
iCurrent,News,South San Francisco,|News|,3.000,10,0,22,9
Rocket Fuel,Software,Redwood City,|Software|Ad Targeting|Advertising|,76.600,9.82,0,22,0
WatchDox,Enterprise Software,Palo Alto,|Enterprise Software|,35.750,10,0,1,22
InteKrin,Biotechnology,Los Altos,|Biotechnology|,42.185,9.71,0,2,3
Chronix Biomedical,Biotechnology,San Jose,|Biotechnology|,13.184,7.67,0,2,46
sliceX,Enterprise Software,San Jose,|Enterprise Software|,15.000,10,0,1,47
Ankeena Networks,Software,Santa Clara,|Media|Software|,31.829,10,0,7,17
LiveRail,Enterprises,San Francisco,|Internet Marketing|Entertainment|Enterprises|Video|Advertising|,12.000,10,0,27,62
ScanCafe,Curated Web,Burlingame,|Curated Web|,4.000,10,0,9,6
Trilliant,Smart Grid,Redwood City,|Smart Grid|Hardware + Software|,146.000,10,0,22,58
Makani Power,Clean Technology,Alameda,|Clean Technology|,5.000,10,0,11,14
Refocus Imaging,Software,Mountain View,|Software|,0.250,10,0,6,1
Demandbase,Internet Marketing,San Francisco,|Internet Marketing|SaaS|Analytics|,33.000,10,0,13,2
Exigen Insurance Solutions,Cloud Computing,San Francisco,|Insurance|Cloud Computing|Finance|,10.000,7,0,24,63
Zetta.net,Enterprise Software,Sunnyvale,|Enterprise Software|,39.700,10,0,1,22
Triporati,Travel,San Francisco,|Travel|,6.000,9.4,0,15,41
Axcient,Virtualization,Mountain View,|Cloud Computing|Virtualization|Storage|Archiving|Homeland Security|Business Services|Flash Storage|Enterprise Software|,74.175,9.78,0,24,93
Greenlots,Clean Technology,San Francisco,|Clean Technology|,7.000,7.33,0,11,14
Envivio,Technology,San Francisco,|Technology|Software|,42.500,10,0,11,14
BloomReach,Enterprise Software,Mountain View,|Enterprise Software|,41.000,10,0,1,22
Samasource,Enterprises,San Francisco,|Startups|Social Business|Nonprofits|Enterprises|Crowdsourcing|Outsourcing|Enterprise Software|,1.507,3.33,0,22,9
Trigger.io,Mobile,San Francisco,|Enterprise Software|Mobile|,1.604,7.73,0,1,47
Pie Digital,Internet of Things,Palo Alto,|Networking|Internet of Things|Consumer Internet|Apps|Mobile Software Tools|,48.076,9.73,0,26,4
Minted,Home Decor,San Francisco,|Home Decor|Art|Design|Crowdsourcing|E-Commerce|,89.100,9.93,0,22,0
GreenVolts,Clean Technology,Fremont,|Clean Technology|,96.800,9.8,0,11,70
BUILD,Enterprise Software,Redwood City,|Enterprise Software|,0.705,6,0,1,47
Devtap,Search,Menlo Park,|Search|,2.600,5,0,19,33
Kickserv,SaaS,Mill Valley,|SaaS|Services|Software|,0.600,6,0,22,9
Zentact,Networking,San Francisco,|Contact Management|Networking|Web Hosting|,0.250,5,0,26,87
PlaySay,Education,San Francisco,|Language Learning|Education|,0.820,6,0,20,18
Sweepery,Advertising,San Francisco,|Email|Sales and Marketing|Optimization|Advertising|Software|,1.487,10,0,22,9
Stiki Digital,Curated Web,Sunnyvale,|Curated Web|,0.325,6,0,9,6
Involver,Social Network Media,San Francisco,|Social Media Marketing|Social Network Media|Facebook Applications|Software|,12.645,7.4,0,7,88
Reputation.com,Curated Web,Redwood City,|Internet|Reputation|Curated Web|,67.650,10,0,9,78
Life360,Tracking,San Francisco,|Apps|iPhone|Android|Mobile Emergency&Health|Gps|Tracking|Security|Mobile|,76.100,9.44,0,22,0
Lolapps,Games,San Francisco,|Virtual Goods|Social Games|Social Media|Content|Facebook Applications|Games|,4.000,9.67,0,3,29
Nusym Technology,Semiconductors,Los Gatos,|Semiconductors|,8.100,10,0,4,20
Vdopia,Advertising,Fremont,|Advertising|,7.892,8.25,0,8,23
AdRoll,Advertising,San Francisco,|Advertising|,89.000,9.72,0,8,72
PicApp,Photography,San Francisco,|Postal and Courier Services|Content|News|Creative|Sports|Celebrity|Photography|Blogging Platforms|Curated Web|,3.200,10,0,22,9
Recurve,Clean Technology,San Francisco,|Clean Technology|Software|,14.000,10,0,11,14
UTOPY,Enterprise Software,San Francisco,|Enterprise Software|,7.500,7,0,1,47
Silver Tail Systems,Fraud Detection,Menlo Park,|Software|Fraud Detection|Security|Analytics|,22.100,9.43,0,22,94
Skydeck,Messaging,Palo Alto,|Networking|Android|Messaging|Photography|Photo Sharing|Mobile|,4.000,7,0,26,87
APT Pharmaceuticals,Biotechnology,Burlingame,|Biotechnology|,32.000,10,0,2,46
Metaforic,Software,San Jose,|Software|,10.000,9.8,0,6,1
Redwood Systems,Clean Technology,Fremont,|Clean Technology|,42.250,10,0,11,14
Ampex,Hardware + Software,Redwood City,|Hardware + Software|,5.000,6,0,10,21
Kineto Wireless,Mobile,Milpitas,|Wireless|Mobile|,45.449,9.91,0,22,61
Reframe It,Curated Web,San Francisco,|Curated Web|,3.181,6.5,0,9,6
Fitbit,Hardware,San Francisco,|Personal Health|Fitness|Hardware|Health and Wellness|,66.000,10,0,18,5
Siri,Consumer Electronics,San Jose,|Consumer Electronics|Virtualization|iPhone|Software|,24.000,9.75,0,22,94
Adura Technologies,Clean Energy,San Francisco,|Lighting|Clean Energy|Clean Technology|,25.500,10,0,11,14
Movidius,Semiconductors,San Mateo,|Software|Semiconductors|,46.500,9.62,0,4,75
Cobalt Technologies,Clean Technology,Mountain View,|Clean Technology|,52.893,9.84,0,11,14
Nobex Technologies,Mobile,Santa Cruz,|Mobile|,0.123,9,0,5,13
Brightstorm,Video,San Francisco,|Video|Education|,6.000,10,0,20,18
SiliconBlue Technologies,Semiconductors,Santa Clara,|Semiconductors|,57.006,10,0,4,75
Envia Systems,Clean Technology,Newark,|Clean Technology|,27.300,9.86,0,11,14
iStorez,Curated Web,Sunnyvale,|Curated Web|,2.300,10,0,9,6
WorldMate,Mobile,San Francisco,|Hotels|News|Real Time|Collaboration|Social Media|Travel|Mobile|,10.800,8.4,0,15,41
Syncplicity,Enterprise Software,Santa Clara,|Enterprise Software|,2.350,8,0,1,47
Limos.com,Weddings,San Francisco,|Concerts|Events|Weddings|Online Travel|Limousines|Automotive|,15.000,8.5,0,22,94
Outright,Enterprise Software,Mountain View,|Accounting|Enterprise Software|,7.500,10,0,1,47
Milo,Reviews and Recommendations,Palo Alto,|Software|Reviews and Recommendations|Comparison Shopping|Local|Real Time|Shopping|Curated Web|,4.950,8.62,0,22,9
Evostor,Software,Campbell,|Storage|Software|,8.000,10,0,22,9
Impeva,Software,Mountain View,|Software|,10.000,10,0,6,1
OncoMed Pharmaceuticals,Health Care,Redwood City,|Health Care|Biotechnology|,196.250,10,0,0,42
ServiceMax,Enterprise Software,Pleasanton,|Enterprise Software|,122.000,10,0,1,82
Buysight,Advertising,Palo Alto,|Advertising|,24.030,9.73,0,8,23
IntelePeer,Unifed Communications,San Mateo,|Unifed Communications|VoIP|Service Providers|Enterprise Software|,41.102,10,0,22,61
Planet Metrics,Clean Technology,San Bruno,|Clean Technology|Software|,2.300,9.5,0,11,14
Transpera,Mobile,San Francisco,|Mobile|,19.540,10,0,5,99
ARYx Therapeutics,Biotechnology,Fremont,|Biotechnology|,28.257,10,0,2,46
KIXEYE,Games,San Francisco,|Games|,19.000,10,0,3,29
Project Frog,Clean Technology,San Francisco,|Clean Technology|,55.200,9.11,0,11,14
Zuberance,Social Media,San Carlos,|Social Media|Direct Marketing|Sales and Marketing|Advertising|,12.000,10,0,7,88
FanSnap,Sports,San Mateo,|Vertical Search|Theatre|Sports|Concerts|Search|Ticketing|Curated Web|,15.700,10,0,19,33
Solyndra,Manufacturing,Fremont,|Manufacturing|,1567.504,10,0,29,30
Fotomoto,Photography,San Francisco,|Photography|E-Commerce|,1.823,9.43,0,7,88
Appcelerator,Enterprise Software,Mountain View,|Mobility|Open Source|Mobile|Enterprise Software|,90.881,9.86,0,22,0
Meridian Energy USA,Clean Technology,Pleasanton,|Clean Technology|,0.690,5,0,11,14
PureWave Networks,Mobile,Santa Clara,|Mobile|,17.000,10,0,5,99
Roc2Loc,Mobile,San Francisco,|Mobile|,2.000,10,0,5,13
"Natera, Inc.",Biotechnology,Redwood City,|Biotechnology|,44.000,9.78,0,2,3
Better Place,Clean Technology,Palo Alto,|Clean Technology|,925.000,9.9,0,11,7
RiseSmart,Enterprise Software,San Jose,|Enterprise Software|,23.600,10,0,1,47
Talari Networks,Internet,San Jose,|Trusted Networks|Internet|Enterprise Software|,45.100,9.75,0,22,61
