company_name,company_market,company_city,company_category_list,company_city,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
LiveRail,Enterprises,San Francisco,|Internet Marketing|Entertainment|Enterprises|Video|Advertising|,San Francisco,12.0,10.0,0.0,27,62
ScanCafe,Curated Web,Burlingame,|Curated Web|,Burlingame,4.0,10.0,0.0,9,6
Trilliant,Smart Grid,Redwood City,|Smart Grid|Hardware + Software|,Redwood City,146.0,10.0,0.0,22,58
Makani Power,Clean Technology,Alameda,|Clean Technology|,Alameda,5.0,10.0,0.0,11,14
Refocus Imaging,Software,Mountain View,|Software|,Mountain View,0.25,10.0,0.0,6,1
Demandbase,Internet Marketing,San Francisco,|Internet Marketing|SaaS|Analytics|,San Francisco,33.0,10.0,0.0,13,2
Exigen Insurance Solutions,Cloud Computing,San Francisco,|Insurance|Cloud Computing|Finance|,San Francisco,10.0,7.0,0.0,24,63
Zetta.net,Enterprise Software,Sunnyvale,|Enterprise Software|,Sunnyvale,39.7,10.0,0.0,1,22
Triporati,Travel,San Francisco,|Travel|,San Francisco,6.0,9.4,0.0,15,41
Axcient,Virtualization,Mountain View,|Cloud Computing|Virtualization|Storage|Archiving|Homeland Security|Business Services|Flash Storage|Enterprise Software|,Mountain View,74.174997,9.777777777777779,0.0,24,93
Greenlots,Clean Technology,San Francisco,|Clean Technology|,San Francisco,7.0,7.333333333333333,0.0,11,14
Envivio,Technology,San Francisco,|Technology|Software|,San Francisco,42.5,10.0,0.0,11,14
BloomReach,Enterprise Software,Mountain View,|Enterprise Software|,Mountain View,41.0,10.0,0.0,1,22
Samasource,Enterprises,San Francisco,|Startups|Social Business|Nonprofits|Enterprises|Crowdsourcing|Outsourcing|Enterprise Software|,San Francisco,1.5072,3.3333333333333335,0.0,22,9
Trigger.io,Mobile,San Francisco,|Enterprise Software|Mobile|,San Francisco,1.6044,7.733333333333333,0.0,1,47
Pie Digital,Internet of Things,Palo Alto,|Networking|Internet of Things|Consumer Internet|Apps|Mobile Software Tools|,Palo Alto,48.076094,9.727272727272727,0.0,26,4
Minted,Home Decor,San Francisco,|Home Decor|Art|Design|Crowdsourcing|E-Commerce|,San Francisco,89.1,9.933333333333334,0.0,22,0
GreenVolts,Clean Technology,Fremont,|Clean Technology|,Fremont,96.8,9.8,0.0,11,70
BUILD,Enterprise Software,Redwood City,|Enterprise Software|,Redwood City,0.705,6.0,0.0,1,47
Devtap,Search,Menlo Park,|Search|,Menlo Park,2.6,5.0,0.0,19,33
Kickserv,SaaS,Mill Valley,|SaaS|Services|Software|,Mill Valley,0.6,6.0,0.0,22,9
Zentact,Networking,San Francisco,|Contact Management|Networking|Web Hosting|,San Francisco,0.25,5.0,0.0,26,87
PlaySay,Education,San Francisco,|Language Learning|Education|,San Francisco,0.82,6.0,0.0,20,18
Sweepery,Advertising,San Francisco,|Email|Sales and Marketing|Optimization|Advertising|Software|,San Francisco,1.486851,10.0,0.0,22,9
Stiki Digital,Curated Web,Sunnyvale,|Curated Web|,Sunnyvale,0.325,6.0,0.0,9,6
Involver,Social Network Media,San Francisco,|Social Media Marketing|Social Network Media|Facebook Applications|Software|,San Francisco,12.645126,7.4,0.0,7,88
Reputation.com,Curated Web,Redwood City,|Internet|Reputation|Curated Web|,Redwood City,67.65,10.0,0.0,9,78
Life360,Tracking,San Francisco,|Apps|iPhone|Android|Mobile Emergency&Health|Gps|Tracking|Security|Mobile|,San Francisco,76.1,9.441176470588236,0.0,22,0
Lolapps,Games,San Francisco,|Virtual Goods|Social Games|Social Media|Content|Facebook Applications|Games|,San Francisco,4.0,9.666666666666666,0.0,3,29
Nusym Technology,Semiconductors,Los Gatos,|Semiconductors|,Los Gatos,8.1,10.0,0.0,4,20
Vdopia,Advertising,Fremont,|Advertising|,Fremont,7.891862,8.25,0.0,8,23
AdRoll,Advertising,San Francisco,|Advertising|,San Francisco,89.0,9.722222222222221,0.0,8,72
PicApp,Photography,San Francisco,|Postal and Courier Services|Content|News|Creative|Sports|Celebrity|Photography|Blogging Platforms|Curated Web|,San Francisco,3.2,10.0,0.0,22,9
Recurve,Clean Technology,San Francisco,|Clean Technology|Software|,San Francisco,14.0,10.0,0.0,11,14
UTOPY,Enterprise Software,San Francisco,|Enterprise Software|,San Francisco,7.5,7.0,0.0,1,47
Silver Tail Systems,Fraud Detection,Menlo Park,|Software|Fraud Detection|Security|Analytics|,Menlo Park,22.1,9.428571428571429,0.0,22,94
Skydeck,Messaging,Palo Alto,|Networking|Android|Messaging|Photography|Photo Sharing|Mobile|,Palo Alto,4.0,7.0,0.0,26,87
APT Pharmaceuticals,Biotechnology,Burlingame,|Biotechnology|,Burlingame,32.0,10.0,0.0,2,46
Metaforic,Software,San Jose,|Software|,San Jose,10.0,9.8,0.0,6,1
Redwood Systems,Clean Technology,Fremont,|Clean Technology|,Fremont,42.25,10.0,0.0,11,14
Ampex,Hardware + Software,Redwood City,|Hardware + Software|,Redwood City,5.0,6.0,0.0,10,21
Kineto Wireless,Mobile,Milpitas,|Wireless|Mobile|,Milpitas,45.449379,9.909090909090908,0.0,22,61
Reframe It,Curated Web,San Francisco,|Curated Web|,San Francisco,3.181,6.5,0.0,9,6
Fitbit,Hardware,San Francisco,|Personal Health|Fitness|Hardware|Health and Wellness|,San Francisco,66.0,10.0,0.0,18,5
Siri,Consumer Electronics,San Jose,|Consumer Electronics|Virtualization|iPhone|Software|,San Jose,24.0,9.75,0.0,22,94
Adura Technologies,Clean Energy,San Francisco,|Lighting|Clean Energy|Clean Technology|,San Francisco,25.5,10.0,0.0,11,14
Movidius,Semiconductors,San Mateo,|Software|Semiconductors|,San Mateo,46.5,9.619047619047619,0.0,4,75
Cobalt Technologies,Clean Technology,Mountain View,|Clean Technology|,Mountain View,52.893,9.842105263157896,0.0,11,14
Nobex Technologies,Mobile,Santa Cruz,|Mobile|,Santa Cruz,0.123,9.0,0.0,5,13
Brightstorm,Video,San Francisco,|Video|Education|,San Francisco,6.0,10.0,0.0,20,18
SiliconBlue Technologies,Semiconductors,Santa Clara,|Semiconductors|,Santa Clara,57.005567,10.0,0.0,4,75
Envia Systems,Clean Technology,Newark,|Clean Technology|,Newark,27.3,9.857142857142858,0.0,11,14
iStorez,Curated Web,Sunnyvale,|Curated Web|,Sunnyvale,2.3,10.0,0.0,9,6
WorldMate,Mobile,San Francisco,|Hotels|News|Real Time|Collaboration|Social Media|Travel|Mobile|,San Francisco,10.8,8.4,0.0,15,41
Syncplicity,Enterprise Software,Santa Clara,|Enterprise Software|,Santa Clara,2.35,8.0,0.0,1,47
Limos.com,Weddings,San Francisco,|Concerts|Events|Weddings|Online Travel|Limousines|Automotive|,San Francisco,15.0,8.5,0.0,22,94
Outright,Enterprise Software,Mountain View,|Accounting|Enterprise Software|,Mountain View,7.5,10.0,0.0,1,47
Milo,Reviews and Recommendations,Palo Alto,|Software|Reviews and Recommendations|Comparison Shopping|Local|Real Time|Shopping|Curated Web|,Palo Alto,4.95,8.615384615384615,0.0,22,9
Evostor,Software,Campbell,|Storage|Software|,Campbell,8.0,10.0,0.0,22,9
Impeva,Software,Mountain View,|Software|,Mountain View,10.0,10.0,0.0,6,1
OncoMed Pharmaceuticals,Health Care,Redwood City,|Health Care|Biotechnology|,Redwood City,196.249996,10.0,0.0,0,42
ServiceMax,Enterprise Software,Pleasanton,|Enterprise Software|,Pleasanton,122.0,10.0,0.0,1,82
Buysight,Advertising,Palo Alto,|Advertising|,Palo Alto,24.03,9.727272727272727,0.0,8,23
IntelePeer,Unifed Communications,San Mateo,|Unifed Communications|VoIP|Service Providers|Enterprise Software|,San Mateo,41.102097,10.0,0.0,22,61
Planet Metrics,Clean Technology,San Bruno,|Clean Technology|Software|,San Bruno,2.3,9.5,0.0,11,14
Transpera,Mobile,San Francisco,|Mobile|,San Francisco,19.540002,10.0,0.0,5,99
ARYx Therapeutics,Biotechnology,Fremont,|Biotechnology|,Fremont,28.257446,10.0,0.0,2,46
KIXEYE,Games,San Francisco,|Games|,San Francisco,19.0,10.0,0.0,3,29
Project Frog,Clean Technology,San Francisco,|Clean Technology|,San Francisco,55.2,9.11111111111111,0.0,11,14
Zuberance,Social Media,San Carlos,|Social Media|Direct Marketing|Sales and Marketing|Advertising|,San Carlos,12.0,10.0,0.0,7,88
FanSnap,Sports,San Mateo,|Vertical Search|Theatre|Sports|Concerts|Search|Ticketing|Curated Web|,San Mateo,15.7,10.0,0.0,19,33
Solyndra,Manufacturing,Fremont,|Manufacturing|,Fremont,1567.504319,10.0,0.0,29,30
Fotomoto,Photography,San Francisco,|Photography|E-Commerce|,San Francisco,1.822922,9.428571428571429,0.0,7,88
Appcelerator,Enterprise Software,Mountain View,|Mobility|Open Source|Mobile|Enterprise Software|,Mountain View,90.88102,9.86046511627907,0.0,22,0
Meridian Energy USA,Clean Technology,Pleasanton,|Clean Technology|,Pleasanton,0.69,5.0,0.0,11,14
PureWave Networks,Mobile,Santa Clara,|Mobile|,Santa Clara,17.0,10.0,0.0,5,99
Roc2Loc,Mobile,San Francisco,|Mobile|,San Francisco,2.0,10.0,0.0,5,13
"Natera, Inc.",Biotechnology,Redwood City,|Biotechnology|,Redwood City,44.0,9.777777777777779,0.0,2,3
Better Place,Clean Technology,Palo Alto,|Clean Technology|,Palo Alto,925.0,9.9,0.0,11,7
RiseSmart,Enterprise Software,San Jose,|Enterprise Software|,San Jose,23.6,10.0,0.0,1,47
Talari Networks,Internet,San Jose,|Trusted Networks|Internet|Enterprise Software|,San Jose,45.1,9.75,0.0,22,61
Tela Innovations,Semiconductors,Campbell,|Semiconductors|,Campbell,10.25,9.666666666666666,0.0,4,20
Wealthfront,Wealth Management,Palo Alto,|Wealth Management|Personal Finance|Stock Exchanges|Finance|,Palo Alto,129.5,9.214285714285714,0.0,14,45
Estech,Health Care,San Ramon,|Health Care|,San Ramon,39.122,9.833333333333334,0.0,0,80
FooPets,Games,Redwood City,|Games|,Redwood City,9.9,10.0,0.0,3,29
KaloBios Pharmaceuticals,Health Care,South San Francisco,|Health Care|Biotechnology|,South San Francisco,29.0,9.88888888888889,0.0,0,80
Palm,Mobile,Sunnyvale,|Mobile|,Sunnyvale,100.0,10.0,0.0,5,79
OPENLANE,Curated Web,Redwood City,|Curated Web|,Redwood City,10.0,10.0,0.0,9,6
Slack,Enterprise Software,San Francisco,|Unifed Communications|Enterprise Software|,San Francisco,179.95,9.444444444444445,0.0,22,58
Crux Biomedical,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,8.0,8.5,0.0,2,46
Viewdle,Analytics,Palo Alto,|Photography|Video|Augmented Reality|Computer Vision|Mobile|Analytics|,Palo Alto,12.0,9.8,0.0,22,94
Plastic Jungle,E-Commerce,San Mateo,|E-Commerce|,San Mateo,23.4,10.0,0.0,7,17
Twilio,Enterprise Software,San Francisco,|Enterprise Software|,San Francisco,103.7,9.851851851851851,0.0,1,82
BA Systems,Software,Sunnyvale,|Software|,Sunnyvale,10.0,10.0,0.0,6,1
Bloomspot,Flash Sales,San Francisco,|Flash Sales|E-Commerce|,San Francisco,51.05,9.764705882352942,0.0,22,61
AcademixDirect,Advertising,Mountain View,|Lead Generation|Portals|Advertising|Education|,Mountain View,10.0,10.0,0.0,22,9
Explorra,Social Network Media,San Francisco,|Vacation Rentals|Social Network Media|Travel|,San Francisco,0.25,2.0,0.0,15,41
Pure Storage,Storage,Mountain View,|Storage|Enterprise Software|,Mountain View,534.856468,10.0,0.0,1,54
Airbnb,Travel,San Francisco,|Hotels|Travel|,San Francisco,794.82,9.826086956521738,0.0,15,34
Adioso,Travel,San Francisco,|Travel|,San Francisco,0.355,6.0,0.0,15,41
Heyzap,Mobile Advertising,San Francisco,|Mobile Advertising|Advertising|Mobile|,San Francisco,7.995,9.76923076923077,0.0,8,23
Moovweb,Apps,San Francisco,|Apps|Mobile|,San Francisco,16.7,9.8,0.0,5,99
Inadco,Advertising,Palo Alto,|Advertising|,Palo Alto,17.0,9.0,0.0,8,23
Wurl,Media,Palo Alto,|Media|Internet|Video Streaming|Video|Enterprise Software|,Palo Alto,6.539907,7.0,0.0,27,62
Curried Away Catering,Hospitality,Santa Clara,|Hospitality|,Santa Clara,0.025,1.0,0.0,22,9
DFine,Medical Devices,San Jose,|Medical Devices|Health Care|,San Jose,100.842,9.833333333333334,0.0,0,66
Superfish,Search,Palo Alto,|Mobile|Search|,Palo Alto,19.3,9.6,0.0,19,33
Rocket Lawyer,Legal,San Francisco,|Legal|,San Francisco,46.150818,9.454545454545455,0.0,22,61
Netseer,Advertising,Santa Clara,|Advertising|,Santa Clara,14.4,10.0,0.0,8,23
Acendi Interactive,Security,San Francisco,|Security|,San Francisco,2.09,6.0,0.0,12,67
Yammer,Enterprise Software,San Francisco,|Twitter Applications|Networking|Social Media|Enterprises|Web Development|Enterprise Software|,San Francisco,142.0,10.0,0.0,26,68
GoodGuide,Consumers,San Francisco,|iPhone|Internet|Reviews and Recommendations|Consumers|Environmental Innovation|Health and Wellness|Curated Web|,San Francisco,14.229998,9.5,0.0,18,5
Verical,E-Commerce,San Mateo,|Electronics|Marketplaces|Internet|E-Commerce|Manufacturing|,San Mateo,6.386422,10.0,0.0,21,31
"ChargePoint, Inc.",Clean Technology,Campbell,|Clean Technology|,Campbell,113.993598,9.157894736842104,0.0,11,70
Lucidworks,Enterprise Search,Redwood City,|Cloud Computing|Enterprise Search|Search|Open Source|Analytics|,Redwood City,39.999998,10.0,0.0,19,33
Appnomic Systems,Software,Santa Clara,|RIM|Enterprise Software|SaaS|Cloud Computing|Software|,Santa Clara,11.7,10.0,0.0,24,63
B-Stock Solutions,Retail,Redwood City,|Retail|Enterprise Software|E-Commerce|,Redwood City,8.2,10.0,0.0,1,47
Space-Time Insight,Software,San Mateo,|Software|,San Mateo,42.0,9.333333333333334,0.0,6,84
TextDigger,Search,San Jose,|Search|,San Jose,4.3,10.0,0.0,19,33
Delphix,Software,Menlo Park,|Software|,Menlo Park,44.5,10.0,0.0,6,84
Si2 Microsystems,Semiconductors,San Jose,|Semiconductors|,San Jose,12.7,9.5,0.0,4,20
SpinalMotion,Health Care,Mountain View,|Health Care|,Mountain View,0.5,10.0,0.0,0,8
Transpond,Sales and Marketing,San Francisco,|Sales and Marketing|Social Media|Web Tools|Networking|SNS|Advertising|,San Francisco,4.1,10.0,0.0,26,87
Omni-ID,Hardware + Software,Foster City,|Hardware + Software|,Foster City,23.0,8.0,0.0,10,21
RainStor,Databases,San Francisco,|Databases|Software|Big Data|Analytics|,San Francisco,26.284825,9.9,0.0,13,39
AlertEnterprise,Security,Fremont,|Security|,Fremont,27.0,10.0,0.0,12,67
Alios BioPharma,Biotechnology,South San Francisco,|Biotechnology|,South San Francisco,73.0,10.0,0.0,2,3
Dasient,Curated Web,Palo Alto,|Curated Web|,Palo Alto,2.0,8.333333333333334,0.0,9,6
Conformiq,Software,Saratoga,|Software|,Saratoga,8.836723,10.0,0.0,6,1
Bizanga,Messaging,San Mateo,|Messaging|,San Mateo,8.0,10.0,0.0,17,32
Exalt Communications,Mobile,Campbell,|Mobile|,Campbell,16.80125,10.0,0.0,5,99
HX Diagnostics,Biotechnology,Emeryville,|Biotechnology|,Emeryville,7.8,8.0,0.0,2,46
Jasper Design Automation,Hardware + Software,Mountain View,|Hardware + Software|,Mountain View,9.13,10.0,0.0,10,21
Rockmelt,Browser Extensions,Mountain View,|Facebook Applications|Browser Extensions|Social Media|,Mountain View,39.875,9.733333333333333,0.0,7,17
Virgance,Apps,San Francisco,|Apps|Social Network Media|Internet|Curated Web|,San Francisco,0.75,10.0,0.0,7,88
SocialChorus,Software,San Francisco,|Software|,San Francisco,15.0,9.5,0.0,6,1
Ocarina Networks,Storage,San Jose,|Storage|Web Hosting|,San Jose,23.0,10.0,0.0,28,12
Eiger BioPharmaceuticals,Biotechnology,San Carlos,|Biotechnology|,San Carlos,14.113123,10.0,0.0,2,46
Rennovia,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,78.537524,10.0,0.0,2,3
Mytopia,Games,Palo Alto,|Games|,Palo Alto,3.5,10.0,0.0,3,29
CrowdFlower,Cloud Data Services,San Francisco,|Cloud Data Services|Crowdsourcing|Enterprise Software|,San Francisco,28.0,9.1,0.0,24,11
FanBridge,Television,San Francisco,|Entertainment|Television|Film|Sports|Brand Marketing|Music|Games|,San Francisco,2.35,9.333333333333334,0.0,22,9
Numerate,Biotechnology,San Bruno,|Biotechnology|,San Bruno,13.740487,9.5,0.0,2,46
New Leaf Paper,Clean Technology,San Francisco,|Clean Technology|,San Francisco,5.0,6.0,0.0,11,14
SmartZip Analytics,Real Estate,Pleasanton,|Real Estate|Big Data|Advertising|Marketing Automation|Predictive Analytics|Analytics|,Pleasanton,18.55,8.166666666666666,0.0,13,39
Lexy,Mobile,San Francisco,|Music|Mobile|Audio|Games|,San Francisco,1.708,9.0,0.0,16,16
Cotendo,Software,Sunnyvale,|Content Delivery|Software|,Sunnyvale,36.0,10.0,0.0,22,61
SuperSecret,Kids,San Francisco,|Kids|Virtual Worlds|Social Network Media|Games|,San Francisco,10.0,9.666666666666666,0.0,7,88
Cloudera,Analytics,Palo Alto,|Analytics|Big Data|Software|Enterprise Software|,Palo Alto,1201.0,9.407407407407407,0.0,13,69
Y Combinator,Consulting,Mountain View,|Startups|Consulting|Venture Capital|Finance|,Mountain View,10.25,9.666666666666666,0.0,22,9
Luminate,Content,Mountain View,|Content|Advertising|,Mountain View,28.45,9.88888888888889,0.0,8,23
Whiskey Media,Curated Web,San Francisco,|Web Development|Curated Web|,San Francisco,4.0,7.0,0.0,9,6
Neuraltus Pharmaceuticals,Biotechnology,Palo Alto,|Biotechnology|,Palo Alto,39.226649,10.0,0.0,2,3
Avalanche Technology,Flash Storage,Fremont,|Flash Storage|,Fremont,59.45,10.0,0.0,22,61
LoopNet,Internet,San Francisco,|Internet|Online Shopping|Commercial Real Estate|Real Estate|,San Francisco,50.0,9.666666666666666,0.0,22,61
Sonitus Medical,Health Care,San Mateo,|Health Care|,San Mateo,67.641704,9.875,0.0,0,80
Asana,Collaboration,San Francisco,|Collaboration|Task Management|Software|,San Francisco,38.2,9.052631578947368,0.0,22,61
Tellapal,Software,San Francisco,|Internet Marketing|Software|,San Francisco,35.95,8.807692307692308,0.0,22,61
D2S,Semiconductors,San Jose,|Semiconductors|,San Jose,21.663227,10.0,0.0,4,20
HyTrust,Cyber Security,Mountain View,|Cyber Security|Security|,Mountain View,34.5,10.0,0.0,12,28
Socialcast,Enterprise Software,San Francisco,|Enterprise Software|,San Francisco,9.4,10.0,0.0,1,47
Sunesis Pharmaceuticals,Health Care,South San Francisco,|Health Care|Biotechnology|,South San Francisco,43.5,9.777777777777779,0.0,0,80
iZumi Bio,Biotechnology,South San Francisco,|Biotechnology|,South San Francisco,20.0,10.0,0.0,2,46
Home-Account,Finance,San Francisco,|Finance|,San Francisco,1.0,8.777777777777779,0.0,14,27
Ikanos,Software,Fremont,|Software|,Fremont,42.0,10.0,0.0,6,84
Posit Science,Biotechnology,San Francisco,|Biotechnology|,San Francisco,6.396054,9.666666666666666,0.0,2,46
Expensify,Finance Technology,San Francisco,|Small and Medium Businesses|Mobile Enterprise|Freemium|Enterprise Software|Finance Technology|SaaS|,San Francisco,10.2,9.272727272727273,0.0,22,9
FreeWheel,Advertising,San Mateo,|Advertising|Video|Television|Enterprise Software|,San Mateo,37.049998,9.88888888888889,0.0,27,38
PayNearMe,E-Commerce,Sunnyvale,|E-Commerce|,Sunnyvale,56.5,9.76,0.0,7,71
Kno,Software,Santa Clara,|Software|,Santa Clara,94.885095,9.666666666666666,0.0,6,51
R2 Semiconductor,Semiconductors,Sunnyvale,|Semiconductors|,Sunnyvale,33.162998,10.0,0.0,4,75
iScience Interventional,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,36.682695,10.0,0.0,2,3
SVTC Technologies,Web Hosting,San Jose,|Web Hosting|,San Jose,34.0,10.0,0.0,28,12
Cloud Engines,Internet,San Francisco,|Internet|Enterprise Software|,San Francisco,37.25318,10.0,0.0,1,22
AdRocket,Advertising,San Francisco,|Optimization|Ad Targeting|Email|Advertising|,San Francisco,1.0,9.166666666666666,0.0,22,9
Hara,Enterprise Software,San Mateo,|Enterprise Software|,San Mateo,45.0,10.0,0.0,1,22
UserVoice,Forums,San Francisco,|Forums|Customer Support Tools|Reviews and Recommendations|Customer Service|Software|,San Francisco,1.8,8.235294117647058,0.0,22,9
TuneUp,Software,San Francisco,|Software|Music|,San Francisco,15.6,9.4,0.0,16,16
LogLogic,Security,San Jose,|Security|,San Jose,8.8,10.0,0.0,12,67
Ultracell,Clean Technology,Livermore,|Mobile|Clean Technology|,Livermore,3.8,9.75,0.0,11,14
Upstream,Sales and Marketing,Redwood City,|Internet Marketing|Gamification|App Marketing|Advertising|Sales and Marketing|Mobile|,Redwood City,15.2911,10.0,0.0,22,94
TaskRabbit,Curated Web,San Francisco,|Peer-to-Peer|Curated Web|,San Francisco,37.675,9.714285714285714,0.0,22,61
Keas,Human Resources,San Francisco,|Human Resources|Health and Wellness|Enterprise Software|,San Francisco,32.9,9.333333333333334,0.0,18,5
Virdia,Clean Technology,Redwood City,|Clean Energy|Clean Technology|,Redwood City,110.5,9.571428571428571,0.0,11,70
Transcend Medical,Health Care,Menlo Park,|Health Care|,Menlo Park,73.0,9.933333333333334,0.0,0,80
"Wildfire, a division of Google",Social Media,Redwood City,|Advertising|Sales and Marketing|Social Media|Enterprise Software|,Redwood City,14.1,9.285714285714286,0.0,7,17
Lyft,Transportation,San Francisco,|Transportation|Collaborative Consumption|Peer-to-Peer|College Campuses|Software|,San Francisco,332.5,9.782608695652174,0.0,22,52
VigLink,Monetization,San Francisco,|Monetization|Advertising|,San Francisco,27.337143,9.409090909090908,0.0,8,23
Listia,Craigslist Killers,Mountain View,|Craigslist Killers|Auctions|E-Commerce|Curated Web|,Mountain View,11.165,9.25,0.0,22,94
CarWoo!,Automotive,Burlingame,|Cars|Auto|Automotive|,Burlingame,10.85,9.555555555555555,0.0,22,94
StorSimple,Enterprise Software,Santa Clara,|Enterprise Software|,Santa Clara,31.5,10.0,0.0,1,22
bSafe,Mobile,Palo Alto,|Location Based Services|Gps|Mobile|,Palo Alto,4.205,5.8,0.0,22,9
Velti,App Marketing,San Francisco,|App Marketing|Mobile|,San Francisco,32.034118,10.0,0.0,22,94
